gnome-alsamixer 0.9.7-1
gnome-icon-theme 3.10.0-1
gnome-icon-theme-symbolic 3.10.1-1
gnome-keyring 3.10.1-2
gnome-mime-data 2.18.0-6
gnome-screenshot 3.10.1-1
gnome-vfs 2.24.4-8
gnupg 2.0.22-2
gnutls 3.2.11-1
gobject-introspection 1.38.0-1
gparted 0.18.0-1
gpgme 1.4.3-1
gptfdisk 0.8.9-1
graphite 1:1.2.4-1
grep 2.16-1
groff 1.22.2-5
grub 2.02.beta2-4
gsettings-desktop-schemas 3.10.1-1
gst-plugins-base-libs 1.2.3-1
gstreamer 1.2.3-1
gstreamer0.10 0.10.36-3
gstreamer0.10-base 0.10.36-2
gtk-engine-murrine 0.98.2-1
gtk-update-icon-cache 2.24.22-1
gtk2 2.24.22-1
gtk3 3.10.7-1
gtkmm 2.24.4-1
gufw 14.04.1-1
gummiboot 43-2
gvfs 1.18.3-3
gvfs-afc 1.18.3-3
gvfs-smb 1.18.3-3
gzip 1.6-1
hardinfo 0.5.1-5
harfbuzz 0.9.26-1
harfbuzz-icu 0.9.26-1
haveged 1.8-1
hdparm 9.43-2
hicolor-icon-theme 0.13-1
hspell 1.2-1
htop 1.0.2-2
hunspell 1.3.2-3
hwids 20130915.1-1
hwinfo 21.0-1
iana-etc 2.30-4
icon-naming-utils 0.8.90-2
icu 52.1-1
imlib2 1.4.6-1
inetutils 1.9.2-1
inputproto 2.3-1
intel-ucode 20140122-1
intltool 0.50.2-1
inxi 1.9.18-1
iproute2 3.12.0-1
iptables 1.4.21-1
iputils 20121221-3
ipw2100-fw 1.3-7
ipw2200-fw 3.1-5
iso-codes 3.44-1
jasper 1.900.1-10
jfsutils 1.1.15-4
js 17.0.0-1
json-glib 0.16.2-1
kbd 2.0.1-1
kbproto 1.0.6-1
keyboardctl 0.1.5-2
keyutils 1.5.8-1
kmod 16-1
krb5 1.12.1-1
laptop-mode-tools 1.64-1
lcms 1.19-5
lcms2 2.5-2
ldb 1.1.16-1
ldns 1.6.17-1
leafpad 0.8.18.1-3
less 458-1
lesstif 0.95.2-6
lib32-alsa-lib 1.0.27.2-1
lib32-alsa-plugins 1.0.27-1
lib32-bzip2 1.0.6-1
lib32-elfutils 0.158-1
lib32-expat 2.1.0-1
lib32-fontconfig 2.11.0-1
lib32-freetype2 2.5.2-1
lib32-gcc-libs 4.8.2-8
lib32-glew 1.10.0-1
lib32-glib2 2.38.2-1
lib32-glibc 2.19-1
lib32-glu 9.0.0-2
lib32-libdbus 1.8.0-1
lib32-libdrm 2.4.52-1
lib32-libffi 3.0.13-1
lib32-libgcrypt 1.6.0-1
lib32-libgpg-error 1.12-1
lib32-libice 1.0.8-1
lib32-libpciaccess 0.13.2-1
lib32-libpng 1.6.8-1
lib32-libsm 1.2.2-1
lib32-libx11 1.6.2-1
lib32-libxau 1.0.8-1
lib32-libxcb 1.10-1
lib32-libxdamage 1.1.4-1
lib32-libxdmcp 1.1.1-1
lib32-libxext 1.3.2-1
lib32-libxfixes 5.0.1-1
lib32-libxft 2.3.1-1
lib32-libxi 1.7.2-1
lib32-libxmu 1.1.2-1
lib32-libxrender 0.9.8-1
lib32-libxt 1.1.4-1
lib32-libxxf86vm 1.1.3-1
lib32-llvm-libs 3.4-1
lib32-mesa 10.0.3-1
lib32-mesa-demos 8.1.0-3
lib32-mesa-libgl 10.0.3-1
lib32-pcre 8.34-1
lib32-systemd 208-2
lib32-util-linux 2.24-1
lib32-xz 5.0.5-1
lib32-zlib 1.2.8-1
libarchive 3.1.2-4
libart-lgpl 2.3.21-3
libassuan 2.1.1-1
libatasmart 0.19-2
libbluray 0.5.0-1
libbonobo 2.32.1-4
libbonoboui 2.24.5-2
libbsd 0.6.0-2
libcanberra 0.30-4
libcap 2.24-1
libcap-ng 0.7.3-1
libcddb 1.3.2-4
libcdio 0.92-1
libcdio-paranoia 10.2+0.90+1-2
libconfig 1.4.9-2
libcroco 0.6.8-1
libcups 1.7.1-3
libdaemon 0.14-2
libdatrie 0.2.6-1
libdbus 1.8.0-1
libdmx 1.1.3-1
libdnet 1.12-8
libdrm 2.4.52-1
libedit 20130601_3.1-1
libevent 2.0.21-3
libexif 0.6.21-2
libffi 3.0.13-4
libfontenc 1.1.2-1
libgcrypt 1.6.1-1
libgksu 2.0.12-5
libglade 2.6.4-5
libgnome 2.32.1-4
libgnome-data 2.32.1-4
libgnome-keyring 3.10.1-2
libgnomecanvas 2.30.3-2
libgnomeui 2.24.5-1
libgpg-error 1.12-1
libgssglue 0.4-2
libgtop 2.28.5-1
libgusb 0.1.6-1
libice 1.0.8-2
libid3tag 0.15.1b-8
libidl2 0.8.14-3
libidn 1.28-2
libimobiledevice 1.1.5-2
libjpeg-turbo 1.3.0-4
libksba 1.3.0-1
libldap 2.4.39-1
libltdl 2.4.2-12
libmbim 1.6.0-1
libmm-glib 1.2.0-2
libmng 2.0.2-3
libnl 3.2.23-1
libnotify 0.7.6-1
libogg 1.3.1-2
libpcap 1.5.3-1
libpciaccess 0.13.2-2
libpipeline 1.2.6-1
libplist 1.10-1
libpng 1.6.9-1
libproxy 0.4.11-2
libqmi 1.8.0-1
libreoffice-installer 1.2.10-1
librpcsecgss 0.19-8
librsvg 1:2.40.1-3
libsamplerate 0.1.8-3
libsasl 2.1.26-7
libsecret 0.16-2
libsigc++ 2.3.1-1
libsm 1.2.2-2
libsndfile 1.0.25-3
libsoup 2.44.2-1
libssh2 1.4.3-2
